ID,Name,Category,Chain(s),URL
1033,OneSwap,Dexes,Binance | CSC | Ethereum | Tron,https://www.oneswap.net
1032,Percent Finance,Lending,Ethereum,https://percent.finance/
1031,PandaSwap,Yield,Binance,https://www.pandaswap.xyz/#/
1030,TopShelf,CDP,Avalanche | Binance | Fantom,https://topshelf.finance/
1029,SpicySwap,Dexes,Tezos,https://spicyswap.xyz/#/app
1028,MM Finance,Dexes,Cronos,https://mm.finance
1027,Xmas Past,Farm,Fantom,https://www.xmas-past.com
1026,Starterra,Launchpad,Terra,https://app.starterra.io
1025,Wrapped,Cross Chain,Celo | Ethereum,https://wrapped.com
1024,DefySwap,Dexes,Fantom,https://defyswap.finance/
1023,USD+,CDP,Polygon,https://ovnstable.io
1022,Hermes Defi,Yield,Harmony,https://www.hermesdefi.io
1021,RivrKitty,Yield,Moonriver,https://rivrkitty.com
1020,Arkadiko,Algo-Stables,Stacks,https://arkadiko.finance
1019,OpenDAO,Algo-Stables,Binance | Ethereum,https://opendao.io/
1018,Gains Network,Derivatives,Polygon,https://gainsnetwork.io
1016,Aztec,Privacy,Ethereum,https://aztec.network
1015,Atlas USV,Reserve Currency,Polygon,https://app.atlasusv.com/#/dashboard
1014,TempoDAO,Reserve Currency,Avalanche,https://earn.tempodao.gg/#/stake
1013,Stargate Finance,Reserve Currency,Binance,https://www.stargate.zone/#/stake
1012,Pumpkin DAO,Reserve Currency,Fantom,https://app.pumpkindao.com/
1011,Papa DAO,Reserve Currency,Avalanche,https://papadao.co/#/stake
1010,Ice DAO,Reserve Currency,Avalanche,https://app.icedao.finance/#/dashboard
1009,CheeseDAO,Reserve Currency,Harmony,https://www.cheesedao.xyz/#/dashboard
1008,Soy Finance,Dexes,Callisto,https://soy.finance
1007,SafeSwap,Dexes,Ethereum | Polygon,https://safeswap-matic.yfdai.finance/#/swap
1006,Thorstarter,Launchpad,Ethereum,https://thorstarter.org
1004,Colony,Services,Avalanche,https://www.colonylab.io/
1003,WagyuSwap,Dexes,Velas,https://www.wagyuswap.app
1002,YokaiSwap,Dexes,Godwoken,https://www.yokaiswap.com
1001,Giza DAO,Reserve Currency,Fantom,https://www.gizadao.com
1000,Brinc Finance,Services,Arbitrum,https://brinc.fi
999,Luxor Money,Reserve Currency,Fantom,https://Luxor.money
998,KokoSwap,Dexes,Binance,https://kokoswap.org/
997,Piggy,CDP,Binance,https://piggy.fi
996,OCP Finance,Yield,Binance,https://ocp.finance
995,Drops,Lending,Ethereum,https://drops.co
994,Life DAO,Reserve Currency,Avalanche,https://lifedao.finance
993,O2 DAO,Reserve Currency,Avalanche,https://app.otwodao.com
992,Ubiquity DAO,Services,Ethereum,https://ubq.fi
991,MidasDAO,Reserve Currency,Avalanche,https://midasdao.org
990,Powerbomb Finance,Yield,Avalanche,https://www.powerbomb.finance
989,KryptoDex,Dexes,Cronos,https://kryptodex.org
988,Vaporwave,Yield,Aurora,https://www.vaporwave.farm
987,HoneyFarm,Yield,Avalanche | Binance,https://honeyfarm.finance
986,ArbiRise Finance,Yield,Arbitrum,https://www.arbirise.finance
985,Mobius Finance,Synthetics,Polygon,https://mobius.finance
984,GalaxyGoogle DAO,Reserve Currency,Avalanche | Binance,https://app.galaxygoggle.money
982,VikingsFinance,Reserve Currency,Avalanche,https://vikings.finance
981,Kafe Finance,Yield,Cronos | Moonriver,https://moon.kafe.finance/
980,WannaSwap,Dexes,Aurora,https://wannaswap.finance
979,PartySwap,Dexes,Avalanche,https://app.partyswap.io/#/home
978,ChickenSwap,Dexes,Ethereum,https://www.chickenswap.org/#/
977,Tornadao,Reserve Currency,Avalanche,https://www.tornadao.finance
976,WingSwap,Dexes,Fantom,https://wingswap.io
975,Omicron,Reserve Currency,Arbitrum,https://omic.finance
974,TaiChi,Reserve Currency,Binance,https://www.taichidao.io
973,XEUS,Reserve Currency,Binance,https://xeus.finance/#/stake
972,StellarX,Dexes,Stellar,https://www.stellarx.com
971,NFTb,Yield,Binance,https://nftb.io
970,Drift,Derivatives,Solana,https://www.drift.trade
969,DeHive,Indexes,Binance | Ethereum | Polygon | xDai,https://dehive.finance
968,Zai Finance,Algo-Stables,Ethereum,https://zaiprotocol.finance/
967,Babylon Finance,Indexes,Ethereum,https://www.babylon.finance
966,CerberusDAO,Reserve Currency,Ethereum,https://cerberusdao.finance
965,MoonDao,Reserve Currency,Moonriver,https://www.moondao.net/dashboard
964,Nemesis DAO,Reserve Currency,Binance,https://nemesisdao.finance/
963,Vexchange,Dexes,VeChain,https://vexchange.io/swap
962,Retreeb,Payments,Fantom,https://retreeb.io
961,Fantohm,Reserve Currency,Binance | Boba | Ethereum | Fantom | Moonriver,https://www.fantohm.com
960,1BCH,Dexes,smartBCH,https://1bch.com
959,Alpaca City,Yield,Binance | Ethereum,https://alpaca.city
958,Ester Finance,Yield,Fantom,https://ester.finance
957,Flame DeFi,Yield,Tezos,https://flamedefi.io
956,Swarm Markets,Dexes,Ethereum,https://swarm.markets
955,Houses of Rome,Reserve Currency,Moonriver,https://romedao.finance
954,REX Staking,Lending,Telos,https://eosauthority.com/rex
953,Nearpad,Dexes,Aurora,https://www.nearpad.io
952,FlatQube,Dexes,Everscale,https://tonswap.io/swap
951,Pando,Dexes,Mixin,https://pando.im
950,ARCx,Insurance,Ethereum,https://arcx.money/passport
949,Lobis,Reserve Currency,Ethereum,https://www.lobis.finance
948,MonoX,Dexes,Ethereum | Polygon,https://monox.finance/
947,PolyShield,Yield,Polygon,https://polyshield.finance
946,FreeLiquid,Lending,Ethereum,https://freeliquid.io
945,Jade Protocol,Reserve Currency,Binance,https://jadeprotocol.io/
944,Platypus Finance,Dexes,Avalanche,https://platypus.finance
943,Shinobi,Dexes,Ubiq,https://shinobi.ubiq.ninja/#/swap
942,KnightSwap Finance,Dexes,Binance | Fantom,https://knightswap.financial
941,UniPower,Staking,Ethereum | Polygon,https://unipower.network
940,Soda Protocol,Lending,Solana,https://sodaprotocol.com/
939,R U Generous,Reserve Currency,Avalanche,https://www.rug.farm/#/dashboard
938,BitANT,Yield,Optimism,https://bitbtc.money/#/
937,Hex,Staking,Ethereum,https://hex.com
936,Manifest,Services,Ethereum,https://manifest.gg
934,InvictusDAO,Reserve Currency,Solana,https://app.invictusdao.fi/#/dashboard
933,Nidhi-Dao,Reserve Currency,Polygon,https://www.nidhidao.finance
932,Xensa,Lending,OKExChain,https://www.xensa.fi
931,Genesis Finance,Dexes,Cronos,https://genesisfinance.app
930,Maximizer,Reserve Currency,Avalanche,https://maxi.xyz
929,RaDao,Reserve Currency,Binance,https://radao.finance
928,Fortress,Reserve Currency,Avalanche,https://app.fortressdao.finance
927,Pidao Finance,Reserve Currency,Binance,https://www.pidao.finance/
926,Metaversepro,Reserve Currency,Binance,https://app.metaverse.pro
925,Oddz,Options,Avalanche | Binance,https://www.oddz.fi/
924,ButterSwap,Dexes,Binance | Heco,https://www.butterswap.me/
923,LeonicornSwap,Dexes,Binance,https://dex.leonicornswap.com/home
922,Big Data Protocol,Staking,Ethereum,https://www.bigdataprotocol.com
921,DAO Maker,Services,Binance | Celo | Ethereum | Fantom | Polygon,https://daomaker.com/vault
920,Raven,Yield,Fantom,https://raven.scarecrow.fi
918,Klondike Finance,Synthetics,Ethereum,https://klondike.finance
917,Pacoca,Yield,Binance,https://pacoca.io
916,Pika Protocol,Derivatives,Optimism,https://pikaprotocol.com
915,Definix,Dexes,Binance | Klaytn,https://definix.com/en
914,VampireSwap,Dexes,Fantom,https://vampireswap.org
913,Defrost,CDP,Avalanche,https://www.defrost.finance
912,FLRLoans,CDP,Songbird,https://xfl.flr.finance
911,SumSwap,Dexes,Ethereum,https://www.sumswap.org/#/
910,Golff Protocol,Yield,Binance | Ethereum | Heco,https://golff.finance/#/
909,Kronos DAO,Reserve Currency,Klaytn,https://kronosdao.finance
908,Knit Finance,Bridge,Avalanche | Binance | BitGert | Ethereum | Fantom | Harmony | Heco | Kucoin | Milkomeda | Moonbeam | Moonriver | OKExChain | Polygon | Reef | Syscoin | Telos | xDai,https://knit.finance
907,CyborgSwap,Dexes,Cronos,https://cyborgswap.io
906,Impossible Finance,Launchpad,Binance,https://impossible.finance
905,TangoSwap,Dexes,smartBCH,https://tangoswap.cash/swap
904,Typhoon Cash,Privacy,Ethereum,https://typhoon.cash
903,MiniSwap,Dexes,Ethereum,https://www.miniswap.org
902,HSwap,Dexes,Heco,https://www.hswap.com/#/
901,EverestDAO,Options,Avalanche,https://everestdao.net
900,Rocket Pool,Liquid Staking,Ethereum,https://rocketpool.net
899,Kimochi,Services,Binance,https://kimochi.finance
898,BeGlobal Finance,Dexes,Binance,https://dapp.beglobal.finance/
897,Mesher,Lending,Ethereum | Klaytn,https://center.mesher.io
896,KwikSwap,Dexes,Binance | Ethereum | Polygon | Shiden,https://home.kwikswap.org
895,BlackPool,Indexes,Ethereum | Polygon,https://blackpool.finance/
894,Paraswap,Dexes,Ethereum,https://paraswap.io/
893,RetroDefi,Yield,Binance | Polygon,https://www.retrodefi.net
892,SmolSwap,Dexes,Cronos,https://smolswap.com
891,OneDAO Finance,Reserve Currency,Harmony,https://onedao.finance
890,Oh Finance,Yield,Avalanche | Ethereum | Moonriver,https://oh.finance
889,8ightDAO,Reserve Currency,Harmony,https://app.8ight.finance/#/dashboard
888,Revault,Yield,Binance,https://www.revault.network/
887,SwapperChan,Dexes,Boba,https://swapperchan.com/swap
886,Position Exchange,Dexes,Binance,https://app.position.exchange/
885,FLRX,Dexes,Songbird,https://xfx.flr.finance
884,CorgiSwap,Dexes,Binance,https://corgiswap.org
883,SmartDEX,Dexes,Polygon,https://www.smartdex.app
882,LumenSwap,Dexes,Stellar,https://lumenswap.io
881,SafeOHM,Reserve Currency,Binance,https://sohm.finance
880,MarshmallowDeFi,Yield,Binance,https://marshmallowdefi.com
879,DeerFi,Lending,Ethereum,https://deerfi.com/#/home
878,Unilend,Lending,Binance | Ethereum | Polygon,https://unilend.finance
877,DungeonSwap,Yield,Binance,https://dungeonswap.app
876,Yield Protocol,Lending,Arbitrum | Ethereum,https://yieldprotocol.com/
875,Temple DAO,Reserve Currency,Ethereum,https://www.templedao.link
874,ICHI Farm,CDP,Ethereum,https://www.ichi.org
873,BSCSwap,Dexes,Binance,https://bscswap.com/#/list
872,Skeleton Finance,Yield,Fantom,https://skeleton.finance
871,MintSwap,Services,Avalanche,https://mint-swap.com
870,Defily,Yield,Binance | Harmony | Kardia,https://defily.io/#/
869,Pop Town,Yield,Ethereum,https://new.pop.town
868,Saffron Finance,Staking,Ethereum,https://saffron.finance
867,GIBXSwap,Dexes,Binance,https://gibxswap.io
866,Reverse,Reserve Currency,Harmony,https://app.reverseprotocol.one
865,Seeder Finance,Yield,Binance,https://seeder.finance
864,Wrapped BNB,Bridge,Kava,https://www.kava.io
863,Yoshi Exchange,Dexes,Binance | Fantom,https://yoshi.exchange
862,Quarry,Yield,Solana,https://quarry.so
861,Bear Finance,Yield,Fantom,https://bearfinance.org
860,CougarSwap,Yield,Avalanche | Binance | Cronos | Fantom | Harmony | Moonbeam | Polygon,https://cougarswap.io
859,Snowdog,Reserve Currency,Avalanche,https://www.snowdogdao.com
858,Piggybank DAO,Reserve Currency,Avalanche,https://piggybankdao.finance
857,AliensFarm,Dexes,Tezos,https://aliens.farm
856,Fortune DAO,Reserve Currency,Cronos,https://fortunedao.com
855,Risq Protocol,Options,Binance,https://risq.capital
854,Maiar Exchange,Dexes,Elrond,https://maiar.exchange
853,AxeDAO,Reserve Currency,Ethereum,https://www.axedao.finance
852,Demeter,Lending,Heco,https://demeter.xyz/#/
851,Nest Protocol,Oracle,Binance | Ethereum | Kucoin | Polygon,https://nestprotocol.org
850,Polyroll,Yield,Polygon,https://polyroll.org
849,Capital DAO,Services,Ethereum,https://capital-dao.io
848,Talent Protocol,Services,Celo,https://www.talentprotocol.com
847,PhotonSwap Finance,Dexes,Cronos | Evmos | Kava,https://photonswap.finance
846,KLend,Lending,Binance | OKExChain,https://klend.finance/app
845,Axial,Dexes,Avalanche,https://www.axial.exchange
844,ZYXSwap,Dexes,ZYX,https://app.zyxswap.com/#/swap
843,Unirex Finance,Farm,Fantom,https://www.unirex.finance
842,Matrix Farm,Yield Aggregator,Fantom,https://matrix.farm
841,SWAPP,Dexes,Cronos,https://dex.swapp.ee/#/swap
840,BunnyPark,Dexes,Binance,https://www.bunnypark.com/
839,Hades Swap,Dexes,Polis,https://hadesswap.finance
838,Component,Dexes,Binance | Ethereum | xDai,https://component.finance/
837,ArenaSwap,Dexes,Binance,https://www.arenaswap.com/
836,CronaSwap,Dexes,Cronos,https://app.cronaswap.org
835,Suterusu,Services,Binance | Ethereum,https://suterusu.io
834,BSCStation,Dexes,Binance,https://bscstation.finance/
833,ZoomSwap,Farm,IoTeX,https://zoomswap.io
832,Hector Finance,Dexes,Binance | Ethereum | Fantom,https://hectordao.com
831,VVS Finance,Dexes,Cronos,https://vvs.finance
830,Revest Finance,NFT Lending,Avalanche | Ethereum | Fantom | Polygon,https://revest.finance
829,Standard Protocol,Dexes,Ethereum | Metis | Shiden,https://standard.tech
828,Crodex,Dexes,Cronos,https://swap.crodex.app
827,Layer2 Finance,Yield,Ethereum,https://layer2.finance
826,MinMax Finance,Dexes,IoTeX,https://minmax.finance
825,NFT20,NFT Marketplace,Ethereum | Polygon,https://nft20.io
824,Euphoria,Reserve Currency,Harmony,https://euphoria.money
823,TomoFinance,CDP,TomoChain,https://tomo.finance
822,FantomPup,Yield,Fantom,https://fantompup.finance
821,Undead Finance,Yield,Fantom,https://www.undeadfinance.com
820,Doki Doki Finance,Yield,Ethereum | Polygon,https://dokidoki.finance/
819,Helios Prime,Indexes,Ethereum,https://heliosprime.live
818,CashCow Protocol,Yield,Binance,https://cashcowprotocol.com
817,CashCow Finance,Lending,Binance,https://cashcow.finance
816,xSigma,Dexes,Ethereum,https://xsigma.fi
815,PureSwap,Dexes,Binance,https://pureswap.finance
814,Loop Finance,Dexes,Terra,https://www.loop.markets
812,EmpireDEX,Dexes,Avalanche | Binance | Cronos | Ethereum | Fantom | Kava | Polygon | xDai,https://app.empiredex.org/farm
811,Kebab Finance,Dexes,Binance,https://kebabfinance.com/
810,Zenlink,Dexes,Moonbeam | Moonriver,https://zenlink.pro
809,PolyYeld Finance,Yield,Polygon,https://app.polyyeld.finance/
808,Swift Finance,Yield,Avalanche,https://swiftfinance.farm/
807,Blizz Finance,Lending,Avalanche,https://blizz.finance
806,Glide Finance,Dexes,Elastos,https://glidefinance.io
805,Snowbank,Reserve Currency,Avalanche,https://www.snowbank.finance
804,Gyro,Reserve Currency,Binance,https://gyro.money
803,OtterClam,Reserve Currency,Polygon,https://www.otterclam.finance
802,SquidDao,Reserve Currency,Ethereum,https://squid.xyz
801,cBridge,Bridge,Arbitrum | Astar | Aurora | Avalanche | Binance | Boba | Celo | Ethereum | Fantom | Harmony | Heco | Metis | Moonbeam | Moonriver | OKExChain | Optimism | Polygon | Shiden | Syscoin | xDai,https://cbridge.celer.network/#/transfer
800,ZigZag,Dexes,zkSync,https://trade.zigzag.exchange
799,Rubicon,Dexes,Optimism,https://www.rubicon.finance
798,Adena Finance,Dexes,Harmony,https://adena.finance
797,Katana DEX,Dexes,Ronin,https://katana.roninchain.com/#/swap
796,Draco Force,Yield Aggregator,Fantom,https://dracoforce.com
795,SenpaiSwap,Reserve Currency,Boba,https://senpaiswap.com/#/
794,OolongSwap,Dexes,Boba,https://oolongswap.com/#/
793,Cashio,Payments,Solana,https://cashio.app
792,Pinyottas,NFT Marketplace,Ethereum,https://pinyottas.com
790,PolygonFarm Finance,Yield,Polygon,https://polygonfarm.finance/
788,Bridge Mutual,Insurance,Ethereum,https://www.bridgemutual.io
787,Squid Stake,Yield,Binance,https://squidstake.com
786,Bagels Finance,Yield,Binance,https://app.bagels.finance
785,LootSwap,Dexes,Harmony,https://lootswap.finance
784,Trisolaris,Dexes,Aurora,https://www.trisolaris.io/#/swap
783,AtmosSoft,Gaming,Binance | Fantom,https://www.atmossoftdefi.app
782,Polywhale Finance,Yield,Polygon,https://polywhale.finance/
781,Klima DAO,Reserve Currency,Polygon,https://www.klimadao.finance
780,Apricot Finance,Lending,Solana,https://apricot.one/#/
759,EggTartSwap,Dexes,Harmony,https://eggtartswap.com
758,Spartacus,Reserve Currency,Fantom,https://app.spartacus.finance/
757,Brahma,Yield,Ethereum,https://www.brahma.fi
756,Angle,CDP,Ethereum | Polygon,https://app.angle.money
755,Arrow,Yield,Solana,https://arrowprotocol.com
754,BossSwap,Dexes,Harmony,https://www.bossswap.finance
753,RealT,RWA,xDai,https://realt.co
752,Nexus Protocol,Yield,Terra,https://nexusprotocol.app
751,Umami Finance,Yield,Arbitrum,https://umami.finance/
750,Fractional Art,Indexes,Ethereum,https://fractional.art
749,BenSwap,Dexes,Binance | smartBCH,https://benswap.cash
748,MistSwap,Dexes,smartBCH,https://mistswap.fi
747,MuesliSwap,Dexes,Cardano | Milkomeda | smartBCH,https://muesliswap.com
746,Nileriver,Yield,Moonriver,https://www.nileriver.finance
745,Atlantis Loans,Lending,Binance,https://atlantis.loans
744,Tranquil Finance,Lending,Harmony,https://tranquil.finance/
743,Neku,Lending,Arbitrum | Binance | Moonriver,https://neku.io
742,Furucombo,Yield,Polygon,https://furucombo.app
741,Vaulty Finance,Yield,Binance,https://vaulty.fi
740,Elephantdex,Dexes,Harmony,https://elephant.ac
739,Aldrin,Dexes,Solana,https://aldrin.com
738,Defi Halal,CDP,Polygon,https://defihalal.org
737,Dino.Exchange,Dexes,Binance,https://dino.exchange
736,aSOL,Liquid Staking,Solana,https://asol.so
735,BecoSwap,Dexes,Kardia,https://becoswap.com
734,OpenSwap,Dexes,Harmony,https://app.openswap.one
733,Stabilize,CDP,Avalanche,https://stabilize.fi
732,Bouje Finance,Yield,Fantom,https://bouje.finance
731,Synthetify,Dexes,Solana,https://www.synthetify.io
730,Exodia,Reserve Currency,Fantom,https://exodia.fi/
729,AnchorSwap,Dexes,Binance,https://anchorswap.app/
728,DefiPlaza,Dexes,Ethereum,https://defiplaza.net/
727,ScareCrow Finance,Yield,Fantom,https://app.scarecrow.fi/
726,Solo Top,Yield,Binance | Heco | OKExChain | Polygon,https://solo.top
725,BiShares,Indexes,Binance | Fantom,https://bishares.finance
724,Handle Fi,CDP,Arbitrum | Ethereum,https://handle.fi
723,Potluck Protocol,Dexes,Fantom,http://fantom.potluckprotocol.com
722,Summit Defi,Yield,Fantom,https://summitdefi.com
721,Tracer,Derivatives,Arbitrum,https://tracer.finance
720,Nasdex,Dexes,Polygon,https://www.nasdex.xyz
719,Universe Finance,Yield,Ethereum | Polygon,https://www.universe.finance/
718,Alium Swap,Dexes,Binance,https://alium.finance/
717,Decubate,Launchpad,Binance,https://platform.decubate.com/
716,Billion Happiness,Yield,Binance,https://billionhappiness.finance/
715,SmartCoin,Yield,Avalanche,https://smartcoin.farm
714,Voltage,Dexes,Fuse,https://app.voltage.finance/
713,Polkaswap,Dexes,Sora,https://polkaswap.io
712,Kaidex,Dexes,Kardia,https://kaidex.io
711,Polymarket,Prediction Market,Polygon,https://polymarket.com
710,Squid-Defi,Farm,Fantom,https://squid-defi.com
709,pStake,Liquid Staking,Ethereum,https://pstake.finance
707,LuaSwap,Dexes,Ethereum | TomoChain,https://luaswap.org/#/
706,YSL.IO,Yield,Binance,https://ysl.io
705,TTswap,Dexes,ThunderCore,https://ttswap.space/#/swap
704,Chainge Finance,Dexes,Fusion,https://www.chainge.finance
703,Goldfinch,RWA,Ethereum,https://goldfinch.finance
702,Coffin Finance,Algo-Stables,Fantom,https://coffin.finance
701,Behodler,Dexes,Ethereum,https://behodler.io
700,Poof Cash,Lending,Celo,https://www.poof.cash
699,Polly Finance,Indexes,Polygon,https://www.pollyfinance.com/
698,EvolutionLand,Gaming,Crab | Ethereum | Heco | Polygon,http://evolution.land
697,Cook Finance,Indexes,Avalanche | Binance | Ethereum | Heco,https://www.cook.finance
696,Agave,Lending,xDai,https://agave.finance
695,Dinosaur Eggs,Dexes,Binance,https://dsgmetaverse.com
694,JustCryptos,Bridge,Tron,https://just.network/token
693,Superfluid,Payments,Polygon | xDai,https://www.superfluid.finance/home
692,HurricaneSwap,Dexes,Avalanche,https://hurricaneswap.com
691,JustStables,Algo-Stables,Tron,https://juststable.tronscan.org/#/login
690,SUNSwap,Dexes,Tron,https://sunswap.com/#/home
689,Kalata,Synthetics,Binance,https://www.kalata.io/
688,HaloDAO,Yield,Ethereum | Polygon,https://www.halodao.com/
687,JaguarSwap,Yield,Arbitrum,https://arbi.jaguarswap.com
686,YEL Finance,Yield,Binance | Ethereum | Fantom | Polygon,https://yel.finance
685,Tesseract,Yield,Polygon,https://tesr.finance/#/
684,Hpdex,Dexes,HPB,https://app.hpdex.org/#/swap
683,GoSwap,Dexes,GoChain,https://goswap.exchange/#/swap
682,BaconDAO,Yield,Binance | Ethereum,https://app.bacondao.com/
681,OraiChain,Yield,Binance | Ethereum,https://orai.io
680,Tinyman,Dexes,Algorand,https://tinyman.org
679,UniFarm,Yield,Binance | Ethereum | Polygon,https://unifarm.co
678,JSwap,Dexes,OKExChain,https://app.jswap.finance/#/swap
677,BorgSwap,Yield,Fantom,https://borgswap.exchange
676,Phoenix Finance,Options,Binance | Polygon | Wanchain,https://www.phx.finance
675,Dark Matter,Farm,Fantom,https://www.dmu.zone
674,RskSwap,Dexes,RSK,https://rskswap.com
673,Aavegotchi,Gaming,Ethereum | Polygon,https://aavegotchi.com
672,Fegex,Services,Binance | Ethereum,https://fegtoken.com
671,FODL Finance,Options,Ethereum,https://fodl.finance/
670,CarbonSwap,Dexes,EnergyWeb,https://carbonswap.exchange/#/swap
669,Shield,Options,Binance,https://shieldex.io
668,Swap Cat,Dexes,Arbitrum | Avalanche | Binance | Celo | EnergyWeb | Ethereum | EthereumClassic | Fantom | GoChain | HPB | Harmony | Heco | Kucoin | Moonriver | OKExChain | Polygon | RSK | Songbird | TomoChain | smartBCH | xDai,https://swap.cat
667,Mars Ecosystem,CDP,Binance,https://marsecosystem.com/home
666,OrcaDAO,Lending,Avalanche,https://www.avai.finance
665,Multi-Chain Miner,Yield,Avalanche | Binance | Fantom | Polygon,https://multichain-miner.net
664,OakFarm,Yield,Binance | OKExChain,https://oakfarm.io
663,Pods Finance,Options,Arbitrum | Ethereum | Polygon,https://www.pods.finance
662,Artemis Protocol,Launchpad,Harmony,https://app.artemisprotocol.one/
661,MochiFi,Lending,Ethereum,https://mochi.fi
660,Dopex,Options,Arbitrum | Avalanche | Binance | Ethereum,https://www.dopex.io
659,JetSwap,Dexes,Binance | Fantom | Polygon,https://jetswap.finance
658,Only1,NFT Marketplace,Solana,https://only1.app
657,Synapse,Dexes,Arbitrum | Aurora | Avalanche | Binance | Boba | Cronos | Ethereum | Fantom | Harmony | Metis | Moonbeam | Moonriver | Optimism | Polygon | Terra,https://synapseprotocol.com
656,Sapphire Defi,Yield,Fantom,https://sapphiredefi.com
655,Almond,Yield,Solana,https://almond.so
654,Beethoven X,Dexes,Fantom | Optimism,https://www.beethovenx.io
653,Atrix,Dexes,Solana,https://www.atrix.finance
652,EmiSwap,Dexes,Astar | Aurora | Avalanche | Ethereum | Kucoin | Polygon | Shiden,https://emiswap.com/
651,CHFRY Finance,Lending,Ethereum,https://chfry.finance
650,Augmented Finance,Lending,Avalanche | Binance | Ethereum | xDai,https://augmented.finance
649,SwapMatic,Dexes,Polygon,https://swapmatic.io
648,Alkemi,Lending,Ethereum,https://alkemi.network
647,Jet,Lending,Solana,https://www.jetprotocol.io
646,UniFi,Dexes,Avalanche | Binance | Bittorrent | Ethereum | Harmony | Icon | IoTeX | Ontology | Polygon | Tron,https://unifiprotocol.com
645,LatteSwap,Dexes,Binance,https://app.latteswap.com
644,PadSwap,Dexes,Binance | Moonbeam | Moonriver,https://padswap.exchange
643,Geist Finance,Lending,Fantom,https://geist.finance
642,Bumper Finance,Insurance,Ethereum,https://www.bumper.fi
641,Arrakis Finance,Yield,Ethereum | Optimism | Polygon,https://www.arrakis.finance
640,KingDefi,Yield,Binance | Polygon,https://kingdefi.io
639,EnterDAO,Services,Ethereum,https://enterdao.xyz
638,Meso Finance,Yield,Fantom,https://www.meso.finance
637,SYNC Network,NFT Lending,Ethereum,https://syncbond.com/
636,Keep3r Network,Derivatives,Ethereum,https://keep3r.network
635,Blizzard,Yield,Avalanche,https://blizzard.network
634,Singular Farm,Yield,Avalanche | Binance | Fantom | Polygon,https://singular.farm
633,TotemFi,Prediction Market,Binance,https://totemfi.com
632,FoxSwap,Yield,Harmony,https://www.foxswap.one
631,Beanstalk,Algo-Stables,Ethereum,https://bean.money
630,Huckleberry,Dexes,Moonriver,https://www.huckleberry.finance/#/swap
629,Cozy Finance,Insurance,Ethereum,https://www.cozy.finance
628,Float,Derivatives,Avalanche | Polygon,https://float.capital
627,Mean Finance,Services,Arbitrum | Ethereum | Optimism | Polygon,https://mean.finance
626,Reserve,CDP,Ethereum,https://reserve.org
625,Arbi's Finance,Yield,Arbitrum,https://arbis.finance
624,Paladin Finance,Lending,Ethereum,https://www.paladin.vote
623,Composable Finance,Cross Chain,Arbitrum | Ethereum | Polygon,https://www.composable.finance
622,Clipper,Dexes,Ethereum | Moonbeam | Optimism | Polygon,https://clipper.exchange
621,Trava Finance,Lending,Binance | Fantom,https://trava.finance
620,Francium,Yield,Solana,https://francium.io
619,Vee Finance,Lending,Avalanche | Heco,https://vee.finance/home
618,Kava Swap,Dexes,Kava,https://app.kava.io/swap/pools
617,Bogged Finance,Dexes,Binance,https://www.bogged.finance
616,Amy Finance,Lending,Arbitrum,https://amy.finance
615,BNBMiner Finance,Services,Binance,https://bnbminer.finance
614,Waves Exchange,Dexes,Waves,https://waves.exchange
613,Swop,Dexes,Waves,https://swop.fi
612,Vires Finance,Lending,Waves,https://vires.finance
611,Neutrino,Algo-Stables,Waves,https://neutrino.at
610,eCurve,Dexes,EOS,https://ecurve.finance
609,Banano,Yield,Binance | Polygon,https://banano.cc
608,Cap,Dexes,Arbitrum,https://cap.finance
607,Hundred Finance,Lending,Arbitrum | Ethereum | Fantom | Harmony | Moonriver | Optimism | Polygon | xDai,https://hundred.finance
606,RocketSwap,Dexes,Lamden,https://rocketswap.exchange
605,Telos Swap,Dexes,Telos,https://www.tswaps.com
604,Sherlock,Insurance,Ethereum,https://sherlock.xyz
603,Socean,Staking,Solana,https://www.socean.fi
602,BakerySwap,Dexes,Binance,https://www.bakeryswap.org
601,Warp Protocol,Lending,Ethereum,https://www.warp.finance
600,Value Liquid,Dexes,Ethereum,https://valueliquid.io/#/swap
599,Cub Finance,Farm,Binance,https://cubdefi.com
598,ShapeShift,Staking,Ethereum,https://shapeshift.com
597,BabySwap,Dexes,Binance,https://home.babyswap.finance
596,Flux Protocol,Lending,Arbitrum | Binance | Conflux | Ethereum | Heco | OKExChain | Polygon,https://flux.01.finance
595,Convergence,Dexes,Ethereum | Moonbeam,https://conv.finance
594,Defirex,Yield,Ethereum,https://defirex.org
593,Tranche Finance,Yield,Avalanche | Ethereum | Fantom | Polygon,https://tranche.finance
592,Defi Yield Protocol,Yield,Avalanche | Binance | Ethereum,https://dyp.finance
591,Multichain,Bridge,Arbitrum | Astar | Aurora | Avalanche | Binance | Bittorrent | Boba | Celo | Conflux | Cronos | DFK | Ethereum | EthereumClassic | Evmos | Fantom | Fuse | Fusion | Harmony | Heco | IoTeX | Kucoin | Metis | Milkomeda | Moonbeam | Moonriver | OKExChain | Oasis | Optimism | Polygon | RSK | Ronin | Shiden | Syscoin | Telos | Velas | xDai,https://multichain.org/
590,Parrot Defi,Farm,Arbitrum | Harmony | IoTeX | Polygon,https://parrotdefi.com
589,Strike,Lending,Ethereum,https://strike.org
